Foundation,url,shade,hex,hue,sat,lightness,red,green,blue
KVD Vegan Beauty Lock-It Foundation 49,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(229, 165, 124)",23.428571428571402,0.668789808917197,0.692156862745098,229,165,124
KVD Vegan Beauty Lock-It Foundation 51,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(215, 167, 119)",30.0,0.545454545454545,0.654901960784314,215,167,119
KVD Vegan Beauty Lock-It Foundation 52,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(228, 181, 159)",19.1304347826087,0.5609756097560981,0.758823529411765,228,181,159
KVD Vegan Beauty Lock-It Foundation 52,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(229, 163, 123)",22.6415094339623,0.6708860759493671,0.690196078431373,229,163,123
KVD Vegan Beauty Lock-It Foundation 52.5,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(207, 165, 117)",32.0,0.48387096774193505,0.635294117647059,207,165,117
KVD Vegan Beauty Lock-It Foundation 53,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(210, 151, 97)",28.6725663716814,0.5566502463054189,0.601960784313725,210,151,97
KVD Vegan Beauty Lock-It Foundation 53,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(215, 150, 98)",26.6666666666667,0.593908629441624,0.613725490196078,215,150,98
KVD Vegan Beauty Lock-It Foundation 54,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   C,"(208, 147, 106)",24.1176470588235,0.520408163265306,0.615686274509804,208,147,106
KVD Vegan Beauty Lock-It Foundation 55,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(210, 147, 95)",27.1304347826087,0.5609756097560981,0.5980392156862739,210,147,95
KVD Vegan Beauty Lock-It Foundation 56,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(210, 139, 100)",21.272727272727302,0.55,0.607843137254902,210,139,100
KVD Vegan Beauty Lock-It Foundation 57,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(206, 142, 87)",27.7310924369748,0.548387096774194,0.574509803921569,206,142,87
KVD Vegan Beauty Lock-It Foundation 58,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(210, 139, 100)",21.272727272727302,0.55,0.607843137254902,210,139,100
KVD Vegan Beauty Lock-It Foundation 58,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(210, 139, 100)",21.272727272727302,0.55,0.607843137254902,210,139,100
KVD Vegan Beauty Lock-It Foundation 59,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(201, 137, 96)",23.428571428571402,0.49295774647887297,0.5823529411764711,201,137,96
KVD Vegan Beauty Lock-It Foundation 62,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(203, 135, 88)",24.5217391304348,0.525114155251142,0.570588235294118,203,135,88
KVD Vegan Beauty Lock-It Foundation 64,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(199, 133, 95)",21.923076923076895,0.48148148148148107,0.576470588235294,199,133,95
KVD Vegan Beauty Lock-It Foundation 65,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(195, 133, 88)",25.233644859813104,0.47136563876652005,0.554901960784314,195,133,88
KVD Vegan Beauty Lock-It Foundation 65,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   W,"(201, 127, 80)",23.3057851239669,0.528384279475983,0.5509803921568629,201,127,80
KVD Vegan Beauty Lock-It Foundation 66,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   C,"(170, 101, 62)",21.6666666666667,0.46551724137930994,0.454901960784314,170,101,62
KVD Vegan Beauty Lock-It Foundation 67,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   C,"(156, 85, 47)",20.9174311926606,0.536945812807882,0.39803921568627404,156,85,47
KVD Vegan Beauty Lock-It Foundation 71,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   W,"(167, 96, 56)",21.6216216216216,0.497757847533632,0.437254901960784,167,96,56
KVD Vegan Beauty Lock-It Foundation 74,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   W,"(147, 87, 58)",19.5505617977528,0.43414634146341496,0.401960784313726,147,87,58
KVD Vegan Beauty Lock-It Foundation 76,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   W,"(142, 84, 51)",21.7582417582418,0.47150259067357503,0.37843137254902004,142,84,51
KVD Vegan Beauty Lock-It Foundation 77,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   W,"(136, 82, 51)",21.8823529411765,0.45454545454545503,0.3666666666666671,136,82,51
KVD Vegan Beauty Lock-It Foundation 78,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   N,"(114, 64, 38)",20.5263157894737,0.5,0.298039215686275,114,64,38
KVD Vegan Beauty Lock-It Foundation 79,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   N,"(109, 61, 38)",19.4366197183099,0.48299319727891205,0.288235294117647,109,61,38
KVD Vegan Beauty Lock-It Foundation 79,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   W,"(107, 61, 37)",20.5714285714286,0.48611111111111105,0.28235294117647103,107,61,37
KVD Vegan Beauty Lock-It Foundation 80,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   N,"(90, 57, 43)",17.8723404255319,0.353383458646617,0.26078431372549,90,57,43
KVD Vegan Beauty Lock-It Foundation 81,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   C,"(86, 54, 41)",17.3333333333333,0.3543307086614171,0.249019607843137,86,54,41
KVD Vegan Beauty Lock-It Foundation 83,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   C,"(81, 48, 41)",10.5,0.327868852459016,0.23921568627451004,81,48,41
KVD Vegan Beauty Lock-It Foundation 85,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   W,"(70, 45, 38)",13.125,0.296296296296296,0.211764705882353,70,45,38
KVD Vegan Beauty Lock-It Foundation 87,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep   N,"(65, 42, 40)",4.8,0.23809523809523803,0.20588235294117604,65,42,40
KVD Vegan Beauty Lock-It Powder Foundation 150,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Medium,"(209, 154, 113)",25.625,0.51063829787234,0.6313725490196079,209,154,113
KVD Vegan Beauty Lock-It Powder Foundation 105,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Fair,"(218, 200, 192)",18.461538461538503,0.26,0.8039215686274509,218,200,192
KVD Vegan Beauty Lock-It Powder Foundation 110,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Fair,"(217, 194, 187)",14.0,0.283018867924528,0.792156862745098,217,194,187
KVD Vegan Beauty Lock-It Powder Foundation 115,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Fair,"(218, 197, 186)",20.625,0.30188679245283,0.792156862745098,218,197,186
KVD Vegan Beauty Lock-It Powder Foundation 120,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Fair,"(222, 174, 149)",20.5479452054795,0.525179856115108,0.7274509803921569,222,174,149
KVD Vegan Beauty Lock-It Powder Foundation 125,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Light,"(214, 168, 145)",20.0,0.456953642384106,0.7039215686274509,214,168,145
KVD Vegan Beauty Lock-It Powder Foundation 130,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Light,"(223, 172, 137)",24.418604651162802,0.573333333333333,0.7058823529411771,223,172,137
KVD Vegan Beauty Lock-It Powder Foundation 135,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Light,"(216, 165, 132)",23.571428571428598,0.5185185185185179,0.6823529411764712,216,165,132
KVD Vegan Beauty Lock-It Powder Foundation 140,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Medium,"(217, 165, 127)",25.3333333333333,0.542168674698795,0.674509803921569,217,165,127
KVD Vegan Beauty Lock-It Powder Foundation 145,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Medium,"(210, 152, 116)",22.978723404255298,0.5108695652173909,0.63921568627451,210,152,116
KVD Vegan Beauty Lock-It Powder Foundation 155,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Medium,"(204, 143, 101)",24.4660194174757,0.502439024390244,0.5980392156862739,204,143,101
KVD Vegan Beauty Lock-It Powder Foundation 160,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan,"(196, 136, 85)",27.5675675675676,0.48471615720524,0.5509803921568629,196,136,85
KVD Vegan Beauty Lock-It Powder Foundation 165,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan,"(208, 140, 92)",24.8275862068966,0.552380952380952,0.588235294117647,208,140,92
KVD Vegan Beauty Lock-It Powder Foundation 170,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan,"(202, 140, 92)",26.181818181818198,0.509259259259259,0.576470588235294,202,140,92
KVD Vegan Beauty Lock-It Powder Foundation 175,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan,"(208, 141, 94)",24.7368421052632,0.548076923076923,0.592156862745098,208,141,94
KVD Vegan Beauty Lock-It Powder Foundation 180,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan Deep,"(198, 132, 88)",24.0,0.49107142857142894,0.56078431372549,198,132,88
KVD Vegan Beauty Lock-It Powder Foundation 185,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan Deep,"(161, 101, 67)",21.7021276595745,0.41228070175438597,0.44705882352941206,161,101,67
KVD Vegan Beauty Lock-It Powder Foundation 190,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Tan Deep,"(162, 104, 67)",23.368421052631604,0.41484716157205204,0.449019607843137,162,104,67
KVD Vegan Beauty Lock-It Powder Foundation 195,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Deep,"(164, 103, 76)",18.4090909090909,0.3666666666666671,0.47058823529411803,164,103,76
KVD Vegan Beauty Lock-It Powder Foundation 200,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Deep,"(159, 98, 64)",21.4736842105263,0.42600896860986504,0.437254901960784,159,98,64
KVD Vegan Beauty Lock-It Powder Foundation 205,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Deep,"(163, 97, 64)",20.0,0.43612334801762104,0.445098039215686,163,97,64
KVD Vegan Beauty Lock-It Powder Foundation 210,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Deep,"(161, 98, 70)",18.461538461538503,0.393939393939394,0.4529411764705879,161,98,70
KVD Vegan Beauty Lock-It Powder Foundation 215,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Rich Deep,"(157, 95, 72)",16.2352941176471,0.37117903930131,0.449019607843137,157,95,72
KVD Vegan Beauty Lock-It Powder Foundation 220,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Rich Deep,"(156, 89, 54)",20.588235294117602,0.48571428571428604,0.411764705882353,156,89,54
KVD Vegan Beauty Lock-It Powder Foundation 225,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Rich Deep,"(128, 79, 58)",18.0,0.376344086021505,0.36470588235294105,128,79,58
KVD Vegan Beauty Lock-It Powder Foundation 230,https://www.ulta.com/lock-it-powder-foundation?productId=pimprod2018121,Rich Deep,"(132, 77, 56)",16.578947368421098,0.40425531914893603,0.368627450980392,132,77,56
KVD Vegan Beauty Lock-It Powder Foundation Refills 150,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Medium,"(209, 154, 113)",25.625,0.51063829787234,0.6313725490196079,209,154,113
KVD Vegan Beauty Lock-It Powder Foundation Refills 105,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Fair,"(237, 199, 178)",21.3559322033898,0.621052631578947,0.813725490196078,237,199,178
KVD Vegan Beauty Lock-It Powder Foundation Refills 110,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Fair,"(218, 197, 191)",13.333333333333302,0.267326732673267,0.801960784313726,218,197,191
KVD Vegan Beauty Lock-It Powder Foundation Refills 115,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Fair,"(218, 196, 185)",20.0,0.308411214953271,0.790196078431373,218,196,185
KVD Vegan Beauty Lock-It Powder Foundation Refills 120,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Fair,"(224, 175, 151)",19.7260273972603,0.5407407407407411,0.7352941176470591,224,175,151
KVD Vegan Beauty Lock-It Powder Foundation Refills 125,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Light,"(215, 167, 147)",17.6470588235294,0.459459459459459,0.709803921568627,215,167,147
KVD Vegan Beauty Lock-It Powder Foundation Refills 130,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Light,"(225, 172, 138)",23.448275862069,0.5918367346938779,0.7117647058823531,225,172,138
KVD Vegan Beauty Lock-It Powder Foundation Refills 135,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Light,"(218, 164, 132)",22.325581395348802,0.5375,0.686274509803922,218,164,132
KVD Vegan Beauty Lock-It Powder Foundation Refills 140,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Medium,"(218, 164, 124)",25.531914893617,0.559523809523809,0.6705882352941179,218,164,124
KVD Vegan Beauty Lock-It Powder Foundation Refills 145,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Medium,"(210, 154, 114)",25.0,0.516129032258065,0.635294117647059,210,154,114
KVD Vegan Beauty Lock-It Powder Foundation Refills 155,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Medium,"(205, 144, 101)",24.8076923076923,0.509803921568627,0.6,205,144,101
KVD Vegan Beauty Lock-It Powder Foundation Refills 160,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan,"(196, 136, 88)",26.6666666666667,0.47787610619469,0.5568627450980389,196,136,88
KVD Vegan Beauty Lock-It Powder Foundation Refills 165,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan,"(209, 141, 96)",23.893805309734503,0.5512195121951221,0.5980392156862739,209,141,96
KVD Vegan Beauty Lock-It Powder Foundation Refills 170,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan,"(201, 141, 95)",26.037735849056602,0.495327102803738,0.580392156862745,201,141,95
KVD Vegan Beauty Lock-It Powder Foundation Refills 175,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan,"(208, 140, 96)",23.571428571428598,0.543689320388349,0.5960784313725489,208,140,96
KVD Vegan Beauty Lock-It Powder Foundation Refills 180,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan Deep,"(199, 132, 89)",23.4545454545455,0.495495495495495,0.5647058823529411,199,132,89
KVD Vegan Beauty Lock-It Powder Foundation Refills 185,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan Deep,"(165, 106, 70)",22.7368421052632,0.40425531914893603,0.46078431372548995,165,106,70
KVD Vegan Beauty Lock-It Powder Foundation Refills 190,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Tan Deep,"(164, 107, 68)",24.375,0.413793103448276,0.454901960784314,164,107,68
KVD Vegan Beauty Lock-It Powder Foundation Refills 195,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Deep,"(163, 104, 74)",20.224719101123604,0.3755274261603379,0.464705882352941,163,104,74
KVD Vegan Beauty Lock-It Powder Foundation Refills 200,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Deep,"(156, 97, 65)",21.098901098901102,0.411764705882353,0.4333333333333329,156,97,65
KVD Vegan Beauty Lock-It Powder Foundation Refills 205,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Deep,"(164, 99, 63)",21.386138613861398,0.444933920704846,0.445098039215686,164,99,63
KVD Vegan Beauty Lock-It Powder Foundation Refills 210,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Deep,"(163, 98, 68)",18.9473684210526,0.411255411255411,0.4529411764705879,163,98,68
KVD Vegan Beauty Lock-It Powder Foundation Refills 215,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Rich Deep,"(154, 94, 71)",16.6265060240964,0.36888888888888893,0.44117647058823495,154,94,71
KVD Vegan Beauty Lock-It Powder Foundation Refills 220,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Rich Deep,"(157, 89, 54)",20.388349514563103,0.4881516587677729,0.41372549019607796,157,89,54
KVD Vegan Beauty Lock-It Powder Foundation Refills 225,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Rich Deep,"(128, 78, 60)",15.882352941176501,0.361702127659574,0.368627450980392,128,78,60
KVD Vegan Beauty Lock-It Powder Foundation Refills 230,https://www.ulta.com/lock-it-powder-foundation-refills?productId=pimprod2018122,Rich Deep,"(131, 75, 55)",15.7894736842105,0.408602150537634,0.36470588235294105,131,75,55
KVD Vegan Beauty True Portrait Medium Coverage Shake Foundation 002,https://www.ulta.com/true-portrait-medium-coverage-shake-foundation?productId=pimprod2018125,Light,"(254, 231, 219)",20.5714285714286,0.9459459459459459,0.927450980392157,254,231,219
